	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646034	SRR1646035	SRR1646036	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Quorum_sensing_and_biofilm_formation	0.007322135	0.188492731	0.1547041754	0.0435970484	0.2252964826	0.1243378848	0.121759757	0.1596555851	0.0322095973	0.1290482055	0.0209490398	0.00596287	0.0129993629	0.013611924	0.0075680555	0.0575889429	0.0383251892	0.0119239254	0.0797448166	0	0.0236518448	0	0.008567145	0.0107906858	0.0102064105	0.0219027004	0.0157647273	0.0088854764	0.0089358867	0.0169032917	0.0162745501	0.0310575039	0.0060333251	0.0063586742	0.009746394	0.0069001593	0.0147245497	0.0552920553	0.0151215059	0.0128018366	0.0355651032	0.159007508	0.0274376028	0.0122242058	0.0142655649	0.0148982513	0.0150730521	0.0132933102	0.0189980567	0.0069837596	0.0657218862	0.016248167	0.0202017398	0.0176881292	0.0202353412	0.016712222	0.0219380302	0.0176268529	0.0192860973	0.00633697	0.0084782	0.0137834	0.0140655	0.0188409	0.0138211	0.00732607	0.00966673	0.00779576	0.00255032	0.00559513	0.0118075	0.00939764	0.00865583	0.00892517	0.00392375	0.0105915	0.010603	0.0042513	0.00654607	0.0164248	0.0122808	0.00880359	0.00836533	0.00858583	0.0118565	0.00840525	0.00598806	0.0114325	0.00826348	0.00951974	0.00831257	0.0123001	0.0122328	0.0104674	0.0132322	0.0121137	0.0101818	0.00979753	0.0103606	0.00828776	0.00612084	0.0108373
Recombination_related_cluster	0.0368335758	0.0046788036	0.011656382	0.0276851665	0.0117546597	0.0065671781	0.0123722248	0.00135054	0.0541563328	0.0135598699	0.0498104612	0.0144176857	0.0330451982	0	0.030055648	0	0	0.0018631133	0	0	0	0	0	0.0004293027	0.000839407	0.0004699775	8.78E-05	0.000865455	0.0008583386	0.0009613415	0.0001354208	0.0002423064	0.0004059951	0.0007493204	0.0008464005	0.000260399	0.0004069761	0.0012896337	0.0010535835	0.000437195	0.0003492835	0.000429778	0.000731728	0.0003259566	0.0002877537	0.0004745825	0.0004348948	0.0017602778	0.0032449832	0.000333645	0.0009959574	0.0038488694	0.0049410143	0.0049684903	0.0009248017	0.0078016687	0.0023423585	0.0010317924	0.0010746804	0.000466214	0.00171881	0.000444503	0.000243182	0.000331858	1.38E-05	1.27E-05	0.0019203	0.00087409	1.73E-05	6.22E-05	0.000229426	0.000319569	2.24E-05	0.000319389	0.000211078	0.00182131	0.00018045	5.15E-05	0.00043763	0.000238579	0.000239103	0.000140364	0.000184602	0.000509939	0.000365406	0.000382111	2.33E-05	0.000649653	0.000149596	0.000258367	0.000271863	0.00119164	0.000497715	0.0493	1.32E-05	0.000341252	0.000234524	0.000110268	0.000397334	6.02E-05	5.55E-05	0.000392772
recX_and_regulatory_cluster	0.0039270212	0.001256992	0.0075882322	0.0078568807	0.0022980405	0.0005625141	0.0143347156	0.0024177098	0.0019894163	0.0192212803	0.0047878132	0.013349709	0.0306678458	0.013611924	0.0032460459	0	0.0287438919	0	0	0	0	0.193236715	0	0.0026568927	0.0104506354	0.003572714	0.0044563869	0.0019720729	0.0035751349	0.00333059	0.0287505815	0.0206858257	0.0032303934	0.0042074208	0.0270928305	0.0141061387	0.0021473153	0.0065960134	0.0040511328	0.0047474364	0.0060123442	0.010915217	0.0072618845	0.0088764755	0.0103325509	0.0013295997	0.0012656466	0.0062414936	0.0042967289	0.0082190599	0.0016467774	0.0027207436	0.0029496615	0.0027140411	0.0039293797	0.0026440558	0.0036581806	0.0032664608	0.0037012159	0.00122596	0.00205343	0.00105076	0.00062195	0.000844075	0.000114957	2.76E-05	0.00275607	0.000972887	8.50E-05	0.000139597	0.000436138	0.000173048	9.88E-05	0.000716768	0.000154163	0.00260329	0.000330919	0.000239293	0.00118473	0.00092561	0.00290227	0.000223174	0.000616771	0.00173475	0.000762723	0.000571168	0.000405634	0.000677942	0.00102831	0.000703039	0.000728686	0.00149259	0.00102172	0.000386658	0.000149846	0.00076779	0.00100951	0.000219703	0.000350795	0.000194862	0.000446039	0.00108477
Regulation_of_virulence	0.0015151564	0.0153981522	0.0110685109	0.0083479358	0.0306405405	0.0059168146	0.0259390092	0.0265358567	0.0013262775	0.018802773	0.0082170658	0.0021359534	0.0057056457	0.0272238481	0.0016115821	0	0	0.004471472	0	0	0	0	0	0.0028985759	0.0021235144	0.0027699896	0.0022493353	0.0017767957	0.002745711	0.0026964457	0.0003644052	0.0073906765	0.001447016	0.0013286729	0.0021573658	0.0013894571	0.0031574058	0.0070451763	0.0020993867	0.0034110321	0.0034017508	0.025008108	0.0033601872	0.0019794177	0.0040343071	0.0035905672	0.0019493217	0.0061121055	0.0059255387	0.0044716569	0.0243550666	0.0070049665	0.0058010315	0.0067853282	0.0068531231	0.0092194051	0.0092613553	0.0070461723	0.0080248337	0.00102005	0.00270464	0.00125221	0.000849328	0.00120537	0.000148253	5.33E-05	0.00213866	0.0013373	9.81E-05	0.00127296	0.000763914	0.00071315	0.000472356	0.00157345	0.000337248	0.00177717	0.000296719	0.000180237	0.000619359	0.00179818	0.0035991	0.000463462	0.000698749	0.00107101	0.0012793	0.00150132	0.00018892	0.00231535	0.000858204	0.00118121	0.000767989	0.00139887	0.00170221	0.000595507	0.000381288	0.00138534	0.00107173	0.000150795	0.000711432	0.00237511	0.00235292	0.000722939
Related_to_Menaquinone-cytochrome_C_reductase_	1.49E-05	0	0.0005511292	0.0009510961	0.001532027	0	0.0122868991	0.0005077247	0	0.0125320991	0	0	0	0.003402981	3.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19E-05	0	0	0	0	0	0	0	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	0	2.98E-05	0	5.29E-05	0	4.10E-06	0	0	1.09E-06	0	0	0	0.000146152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	7.75E-07	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Resistance_to_antibiotics_and_toxic_compounds	5.6481132588	2.2701548919	3.3018708676	4.6911323868	2.6219711379	1.9130844024	1.8479519482	2.185667714	4.718253778	3.0318825895	5.1199643207	3.8022350769	4.1633293717	2.4848843142	5.8330518848	1.9419481501	2.143839526	1.8074759482	1.8857985584	2.6703499079	1.5160832545	0.2415458937	2.1762465619	1.6270659557	1.7283093739	1.5431941358	2.0522121958	1.6460313869	1.6379111951	1.269056548	1.4815023385	1.8371760821	1.6834342017	1.0791503846	1.7235810316	1.7231217544	1.646956658	1.6252177439	1.5322845734	1.7436725455	1.6930685554	1.8877106768	1.5520579151	1.6881757439	1.5501709119	1.6770337011	1.606892074	2.5975849374	2.5188541384	2.5568320896	2.744741259	2.6220802785	2.4933589485	2.5064999861	2.4419477007	2.5052682303	2.5212591773	2.441469963	2.3560012516	2.71129	2.31585	3.11357	3.08059	3.52309	4.05161	3.61139	2.90588	3.2094	3.90309	2.94059	3.65366	3.84985	3.90979	3.21863	2.29888	2.4153	3.67949	3.79079	3.51527	3.31205	3.27154	3.80684	3.52771	3.18795	4.06476	2.86396	4.00174	3.38747	3.78647	3.4959	3.37372	3.03575	3.44878	3.62394	3.63843	3.58606	3.61414	3.68335	3.41633	3.66681	3.24044	3.40395
Reverse_electron_transport	0.0001733966	0.1068443215	0.0035823396	0.011165041	0.0007660135	0.0053751344	0.0061434495	0.0010504015	0.0026525551	0.0083239034	7.97E-05	0.0064078603	0.0242489944	0	0.0003230343	0	0	0	0	0	0	0	0	0.000341989	0.001458161	0.0021292856	0	0.0041297117	0.0016715277	0.0022381565	0.0013665193	0	0	0.0013158797	0.0181025965	0	0.0003772122	0.0158496041	0.0045125792	0.0002522279	0.0009936515	0.0022833941	0.0147958859	0.0003321068	0.0014963193	6.59E-05	0	0.0128106122	0.0017691014	0	0.0009177764	0.0005793218	0.0015708256	0.0009204728	0.0012330689	0.0112720274	0.0067647392	0.0006878616	0.0038837871	0	4.56E-06	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	5.21E-05	0	0.0812	9.45E-06	0	0	3.38E-06	7.93E-05	0	0	0	0.000146998	0	0	3.67E-05	0	0	0	0.000580143	0	0	0	4.79E-05	0	0	0.000449808	0	0	0
Riboflavin_FMN_FAD	0.3145585154	1.238717439	1.621217123	0.6901964317	0.8806498049	0.8863925345	0.7845673683	0.8410562077	0.697065427	0.5623388346	0.9869940131	1.3707363415	0.9522558326	0.8019651405	0.3228412912	0.8186216991	1.0097932791	0.800714309	0.6240636025	0	0.8688111006	0.5314009662	0.9686300272	1.3897213315	1.2227412791	1.1102080824	1.1590488569	1.0602007027	1.1150377963	0.9789059654	1.0016867113	1.0206111297	1.4503465581	0.8029117504	1.1770194461	1.4002314347	1.0827048063	0.8950595395	0.958431914	1.1272455804	1.049183746	0.9117413629	0.8735568255	1.2137621247	1.0266837027	1.0005787155	1.140641001	1.5174938752	1.3469909729	1.4601286012	1.0366828811	1.1076353431	1.055211589	1.1471200047	1.3180296962	1.1570420905	1.3506231418	1.2713563763	1.4381405941	0.938188	1.45558	1.2313	1.19972	0.903159	0.838923	0.752339	1.06285	0.956581	0.813103	0.801472	0.917236	0.803871	0.783769	1.084	0.780275	0.92957	0.790412	0.779772	0.880561	0.909057	0.996108	0.827891	0.904061	0.84787	0.973018	0.922616	0.962497	0.986599	0.998164	0.967688	0.964322	0.93334	0.974292	0.835392	0.719063	0.958449	1.14988	0.812092	1.0994	0.895669	0.977226	0.936407
Ribosomal_Protein_L28P_relates_to_a_set_of_uncharacterized_proteins	0.0315370426	0.0488448259	0.0808472454	0.1928152251	0.082509646	0.0723565665	0.156129288	0.0649778821	0.0727573752	0.2476191684	0.0725651015	0.1164963413	0.3114727857	0.0846964163	0.0365670536	0.0998208344	0.1006036217	0.0616317892	0.1550593656	0.8287292818	0.0236518448	0	0.1058927652	0.1893473666	0.1353779603	0.0798678991	0.0426353701	0.0918800405	0.132748569	0.0902092897	0.0934706802	0.1022328335	0.1592812437	0.0625028517	0.1456967701	0.1209751368	0.2078634242	0.1185976319	0.1150235252	0.0834213391	0.151440543	0.1020014614	0.082076032	0.0886935494	0.0676780835	0.0344733321	0.1441367186	0.1756643627	0.2030486791	0.1099462297	0.1197073531	0.1535296893	0.1993904442	0.2331925504	0.1215184059	0.1574893001	0.1419048215	0.1263717657	0.1445695751	0.0333967	0.161562	0.083199	0.0780564	0.0319351	0.00283265	0.00451347	0.0738683	0.0511236	0.00786805	0.00601049	0.0248104	0.0101003	0.00995605	0.0763949	0.0113919	0.118839	0.0088039	0.0158404	0.0462775	0.0392938	0.0430652	0.0134324	0.0213456	0.0291724	0.0345244	0.0293412	0.00677314	0.0522983	0.0357133	0.040365	0.038484	0.0620374	0.0518811	0.0164585	0.0107289	0.0507204	0.0799295	0.00821551	0.0600115	0.0337639	0.0371981	0.0453744
Ribosome-related_cluster	0.0854050993	0.0136139718	0.0296303518	0.0367585172	0.032822546	0.0274673157	0.0064896281	0.0498353882	0.0635507986	0.0174083656	0.0479351062	0.0163858142	0.0288984164	0.0158805781	0.0765599915	0	0.0047906487	0.0063345853	0.0797448166	0	0	0	0.004759525	0.0020403331	0.0023813278	0.0035165984	0.0025408201	0.0025350186	0.0054608493	0.0064710284	0.0018958377	0.006759857	0.001636384	0.0015651707	0.0021875952	0.0018273464	0.0039196795	0.0112596265	0.0032621131	0.003790664	0.004119471	0.0372360543	0.0055094778	0.0049172857	0.0041439503	0.0050521647	0.0082336349	0.0018856466	0.0028621046	0.0024480274	0.0561167479	0.0034491776	0.005117031	0.0031894552	0.0064757354	0.0055938395	0.0062781905	0.0074708171	0.0133530094	0.000525451	0.00052907	0.000542179	0.000661717	0.00243174	0.000134055	3.76E-05	0.00153147	0.000510491	0.00136983	0.00213523	0.000544779	0.000824353	0.000669996	0.000280547	0.000462896	0.00262454	0.000697334	0.000435447	0.000576307	0.00224228	0.00636696	0.00029705	0.000611931	0.00156941	0.000606842	0.000903319	0.000428898	0.00083444	0.00155212	0.00165539	0.000471457	0.000746133	0.00171472	0.000439816	0.00110145	0.0025624	0.000655697	0.000708846	0.000294515	0.00138291	0.00212291	0.00207834
RNA_processing_and_modification	2.4512855162	3.6672915638	3.0740904735	3.0010077426	3.6560070931	3.143996386	3.2835861914	3.0957181961	3.3119456859	3.9150249436	2.5089607522	3.1767892354	4.1455086032	3.5920035937	2.4246977266	3.4102894894	3.6328256075	3.432525253	2.9975754354	3.3938437253	4.440915439	4.5936661299	3.4917180038	3.5965759137	3.4396650216	3.7387447273	3.7189089684	3.1846708992	3.2526244818	3.0401899129	3.9388072372	3.5395347202	3.4718556117	4.7852330219	3.8109430605	3.6969671826	3.2575862139	3.1215146987	3.1632982796	3.4021257694	3.3363023815	3.1562860956	3.6122436372	3.4588356563	3.7273205385	3.3178916732	3.1666507605	3.5753346153	3.52332066	3.5656727688	3.487495333	3.5150116483	3.499910227	3.4384936186	3.6017552069	3.5490363056	3.4246031619	3.5772406521	3.6158402449	3.25039	2.96408	2.81542	2.81176	2.84	2.32895	2.38956	3.83298	3.23877	2.28226	3.19488	2.67005	2.56429	2.37999	2.75267	3.35022	3.19102	2.67032	2.44445	2.83837	3.13057	3.20696	2.56358	3.18487	3.11421	2.77749	3.15367	2.88703	2.84546	2.53095	3.06422	2.73755	2.96251	2.92159	2.60912	2.56316	2.86877	2.86996	2.62459	2.62915	2.64185	2.59221	3.08885
Secretion	0.018788765	0.0603356169	0.0464326327	0.0336501931	0.0160862838	0.0190629766	0.0215020734	0.0128406222	0.0291781058	0.0379200045	0.024725913	0.0106797672	0.00998488	0.0340298101	0.0198845547	0.0255950857	0	0.004471472	0	0	0	0.4830917874	0	0.0002367616	0.0006804751	0.0020717374	0.0014954029	0.0001529523	0.000738582	0.0006394733	0.0005539943	0.0069899135	0.0004998328	0.0004386266	0.0003352333	0.0004174335	0.0010897241	0.0094226169	0.0004668185	0.0010929876	0.0020324689	0.0282903635	0.0016593517	0.0009963203	0.0015538701	0.0019766101	0.0011300416	0.0066759529	0.0015978981	0.0062253276	0.025034901	0.0024621178	0.0080608158	0.0036818911	0.0147762761	0.0023856143	0.0077227088	0.0113232606	0.0149376428	0.000538546	0.000406309	0.000186658	0.000132314	0.000205287	0.0003402	2.42E-05	0.00345437	0.000191731	0.00015063	0.000639648	0.000445193	0.000286975	0.000240557	0.00030567	0.000361109	0.000119701	0.000539573	0.00023773	0.000754127	0.00303036	0.0103484	0.000180274	0.000457618	0.000545679	0.00100699	0.00113414	0.00114841	0.000398159	0.00179887	0.00126314	7.50E-01	0.000307883	0.00154139	0.000827607	0.000211499	0.000449775	0.000127038	0.000556184	0.000103052	0	0.00207692	0.000236472
Selenoproteins	0.1642675462	0.1004597498	0.0895820392	0.1262837665	0.1773406913	0.1507325634	0.1429196703	0.1892459037	0.1737865666	0.144465712	0.1470389691	0.0815692646	0.1461358514	0.0281961284	0.1575765177	0.210324835	0.167868684	0.0830540301	0.2472089314	0.8287292818	0.1261431725	1.6103059581	0.101462874	0.0714843513	0.0729595209	0.0782830715	0.0593620549	0.0948599024	0.0735699474	0.0945878204	0.063538885	0.0687818178	0.0475924585	0.0896002606	0.1436729959	0.0678017934	0.064989557	0.1405891084	0.0915831512	0.0570866101	0.0733918284	0.2021085543	0.1089434087	0.0580694301	0.0896980099	0.052075412	0.0723024601	0.114135828	0.1246797963	0.0835007662	0.1629991461	0.1125394728	0.1552832654	0.121838884	0.0806296307	0.1292056461	0.0897208707	0.0891576596	0.0927361433	0.04632	0.0488568	0.0717429	0.0462207	0.0527712	0.0414895	0.0457687	0.0954405	0.0591714	0.0335075	0.0385044	0.0473373	0.044684	0.0398426	0.0527023	0.0325757	0.086231	0.0396787	0.040193	0.0523575	0.0483878	0.068997	0.0506864	0.0477689	0.0466285	0.0518445	0.0417839	0.0380859	0.0511361	0.0508558	0.0526625	0.0576449	0.0684735	0.0640788	0.0383174	0.0610155	0.0542538	0.0770455	0.0411472	0.0445199	0.0411214	0.0272138	0.0458171
Shiga_toxin_cluster	0.0003096369	0.0135126642	0.0135885053	0.0052435356	0.0074089009	0.009629705	0.0127135275	0.039848517	0	0.0236040742	0.0012577141	0	0	0.006805962	0.0002422757	0	0	0	0	0	0	0	0	0.0004190057	1.39E-05	0.0001271543	0.0008470338	1.70E-05	7.77E-05	0.0004369734	2.17E-06	0.0001331555	0.0004144447	0.0007700035	0.0004399937	1.87E-05	0.0001257374	0.00027233	0	4.20E-05	0.0001354979	0.0029195884	0.0001382793	0.0001014771	0	0.0017627388	9.36E-05	0	0	7.32E-05	0.0367766854	0	0.0001240126	2.71E-05	0.000482952	0.0002030612	0.0128180654	0.0017857946	0.001755173	0	1.35E-05	1.35E-05	1.32E-05	4.48E-05	0.000138616	7.15E-06	3.55E-05	5.64E-06	0	3.25E-05	0.000258294	0	7.40E-06	2.41E-05	8.82E-05	0	0	2.99E-05	0	0.0539	0	0.000331066	0.000371846	6.92E-05	1.81E-05	7.05E-05	0.000179536	5.75E-07	0.000933359	0.000141856	2.03E-06	8.73E-05	0.00175545	1.12E-05	4.55E-05	0.00370538	4.13E-05	1.17E-05	1.37E-05	4.53E-05	0.000125423	6.53E-05
Siderophores	0.0326995108	0.0962520325	0.0512203073	0.0546685388	0.3839040864	3.5966917524	0.1608702045	0.2228593314	0.0511722083	3.696210493	0.0477035071	0.0277673947	0.0188999515	0.0782685633	0.0371648378	0.0255950857	0.0287438919	0.004471472	0.0797448166	0	0.0946073794	0	0.02855715	0.0107673565	0.0039506905	0.0198975804	0.0196999582	0.0008285247	0.0021020433	0.0045289629	0.0024183347	0.0236283545	0.0070252308	0.0012875161	0.0079823515	0.0021474218	0.0078489076	0.0697163515	0.0033863795	0.0069289678	0.01741893	0.3721321659	0.0271158046	0.0118342607	0.0081472122	0.0242156473	0.0141242691	0.0056309557	0.0145636996	0.0033631882	0.1768220206	0.0065777166	0.014941085	0.0067279219	0.0131667297	0.0119237304	0.029925529	0.0206318495	0.0097418327	0.00138949	0.000682645	0.0013437	0.00734217	0.00178584	0.00126387	0.000205031	0.00454042	0.000753662	0.000739072	0.00249935	0.00411845	0.000510542	0.000842353	0.00116536	0.00157325	0.00115589	0.000608813	0.00179366	0.00213724	0.00160825	0.00676084	0.00219112	0.00502284	0.00168866	0.00234193	0.00148749	0.000488231	0.000721185	0.0131016	0.00175056	0.000686108	0.00220891	0.0159093	0.00191246	0.00209507	0.00673079	0.00167836	0.000526228	0.00138711	0.000718916	0.00182519	0.0021214
Signal_transduction_in_Eukaryotes	0.0251982182	0.0661104282	0.151542463	0.1174302562	0.1329500348	0.1023169957	0.1489713379	0.1179637255	0.0827055093	0.1298796361	0.0576049599	0.0739421309	0.2413438335	0.1115585565	0.0270101589	0.1485827542	0.1366595563	0.1036306084	0.2392344498	0	0.1876552965	0.4830917874	0.1653934937	0.2117077909	0.1950687012	0.1938215393	0.1778939536	0.1732728323	0.184297493	0.2251368953	0.1678053936	0.1743139626	0.2077647688	0.1739155715	0.1902901634	0.1989529991	0.2049969656	0.1638918688	0.1926226189	0.1904693695	0.188977568	0.1492828337	0.1554756494	0.1945764864	0.1735570721	0.154615017	0.1985828032	0.1519071278	0.1382767884	0.1216291243	0.1250793649	0.1290740032	0.1326861245	0.140496624	0.1336307593	0.12629965	0.137828973	0.1335065838	0.1536647258	0.0971157	0.116104	0.0861706	0.0916103	0.0850414	0.0575932	0.0454811	0.186212	0.119805	0.0503169	0.0726346	0.0747457	0.0733184	0.0625267	0.0890713	0.0881056	0.122969	0.0755889	0.0535995	0.0985615	0.0992746	0.115884	0.0711026	0.097864	0.098801	0.0810064	0.0980155	0.080765	0.0945495	0.0881063	0.100478	0.0918853	0.123112	0.0988764	0.0738021	0.0476616	0.090751	0.0883445	0.068311	0.0763425	0.0812115	0.0618074	0.0963773
Social_motility_and_nonflagellar_swimming_in_bacteria	0.4329782176	0.1537136632	0.1398338512	0.2718919892	0.0789376925	0.1162347296	0.1459705549	0.1476630512	0.2733315902	0.162538684	0.3634548061	0.2774450946	0.1961289751	0.0643472773	0.4440674712	0.1109120382	0.0670690812	0.1238970369	0	0.4604051565	0.1419110691	0	0.1511829119	0.0835835952	0.0871097544	0.1087514132	0.1593747197	0.0794575644	0.1017369011	0.0379262332	0.1637434299	0.1265099593	0.1208059328	0.0403522763	0.0771810361	0.1396843874	0.0426384609	0.0389521766	0.0412689917	0.1264760733	0.0704665232	0.0968840612	0.0854277746	0.1460248656	0.1119044214	0.2033482758	0.0813944077	0.1358366144	0.1122376072	0.1632709818	0.2113180688	0.1563110337	0.1386798393	0.1206980769	0.145275526	0.1758605796	0.1489234612	0.1567503201	0.1343049157	0.178753	0.123188	0.0953844	0.107709	0.122105	0.0955061	0.0881934	0.0786795	0.108068	0.0707054	0.185487	0.148783	0.0898508	0.0824801	0.134841	0.186587	0.132516	0.0899483	0.0785676	0.084329	0.103029	0.129049	0.187017	0.115533	0.144191	0.0844834	0.140402	0.0874727	0.122015	0.101677	0.0886702	0.0753866	0.0908123	0.0840197	0.113637	0.0719892	0.136092	0.0664993	0.0905682	0.133945	0.0725716	0.0669324	0.0993522
Sodium_Ion-Coupled_Energetics	0.0084855791	0.0187682059	0.0234791979	0.0294375853	0.0550748158	0.042508944	0.0633664616	0.0607570004	0.0222680659	0.0303785477	0.0338926362	0.0503542547	0.0316184638	0.0192835591	0.009394174	0.0351932429	0.0731204268	0.07164454	0.0259170654	0	0.0394197414	0	0.0566792031	0.1375549347	0.0833306779	0.0976388063	0.0628843308	0.1046903257	0.0954688973	0.0792403552	0.0574282517	0.0790006675	0.1301536906	0.0592254353	0.0628061035	0.0767338985	0.1216127265	0.0723229566	0.0846413984	0.1002712463	0.0860853198	0.0609404722	0.0719853667	0.0693575284	0.0666968652	0.0818249919	0.1029465883	0.1034917925	0.1119316078	0.081809927	0.0812480239	0.1345247545	0.1310302419	0.1396392924	0.0877598373	0.1662144416	0.0913963489	0.0797398259	0.0897464816	0.103045	0.116808	0.157263	0.154241	0.161165	0.201769	0.189694	0.160904	0.179493	0.192058	0.110574	0.182146	0.213234	0.204106	0.15892	0.0911684	0.119913	0.190914	0.203504	0.183788	0.175255	0.157814	0.194809	0.195269	0.143209	0.205899	0.12291	0.227679	0.168209	0.184099	0.183194	0.166353	0.165296	0.17245	0.195125	0.196919	0.17515	0.176047	0.199477	0.175945	0.196257	0.17695	0.163404
Spore_DNA_protection	0.0013500167	0.0075419521	0.024938595	0.0571045327	0.0130222297	0.0235630891	0.0030717248	0.0260109158	0.017241608	0.066526486	0.0290693852	0.0277673947	0.1868598979	0.013611924	0.0015344128	0.0767852572	0.0862316758	0.020121624	0	0	0.0473036897	0	0.014278575	0.0464973488	0.0283369285	0.029004323	0.0026007008	0.041322609	0.0298542622	0.0244278792	0.0049859489	0.0151527918	0.0548066672	0.0172160921	0.0174321299	0.0314565923	0.0430021899	0.0245096971	0.0364507475	0.027576918	0.0284093989	0.0153313605	0.0167317962	0.0265316394	0.0107619891	0.0203261407	0.0322287855	0.0503402932	0.0591127176	0.0354477475	0.0351814291	0.053152778	0.0619236	0.0644962641	0.0342450645	0.050664483	0.0540073784	0.0367300469	0.0518709647	0.0159857	0.0755721	0.0393987	0.0398648	0.0101067	0.00106745	0.000919397	0.0263473	0.0155719	0.00345181	0.00369185	0.00919524	0.0029561	0.00483107	0.0247765	0.00477244	0.0291609	0.00310039	0.00583131	0.0142732	0.0177061	0.0136867	0.00694774	0.00937654	0.0103945	0.00999783	0.0109055	0.00245542	0.0184937	0.0114117	0.0128098	0.015083	0.0222202	0.0186652	0.00594564	0.0061921	0.0173157	0.0334872	0.00423201	0.0222934	0.0107934	0.0133384	0.0178197
Streptococcus_cluster:_maybe_related_to_transport	0	0	0	0	0	0	0.004095633	0	0	0	3.98E-05	0.0010679767	0	0.013611924	0	0	0	0	0	0	0	0	0	0.0001578411	3.24E-05	0	3.25E-05	0	0	0	0	0.0001915045	7.50E-05	0	0.0002095208	0.0001192667	4.19E-05	5.45E-05	0	0	0	0.0002372358	0	0	5.76E-05	0	0	9.02E-05	0	0.0005370871	0	0	0	0	0.0016851942	0	0	0	0	0	0	1.35E-05	9.89E-06	6.33E-06	0	0	0.000623697	0	1.30E-05	6.88E-06	1.83E-05	0	1.86E-06	8.87E-05	0	7.74E-06	4.72E-06	3.85E-06	1.06E-05	6.73E-06	0.000159206	4.70E-05	1.60E-05	0	9.86E-06	9.35E-06	0	1.38E-05	3.04E-05	1.92E-05	4.06E-06	0	4.11E-06	4.50E-05	0	7.37E-06	0	0.00441	0	0	0	1.97E-05
Sugar_alcohols	0.7722127056	0.284367758	0.3364658961	0.500333529	0.2832297417	0.1804756159	0.3519474001	0.6532716052	0.5415560826	0.4528504124	0.6793460143	0.4676296186	0.399622285	0.3312010479	0.7542733723	0.3451923897	0.3921145923	0.2042541642	0.2812333865	0.5524861878	0.010511931	0.2737520129	0.2932768012	0.2294288754	0.2383219555	0.2182929239	0.1381843533	0.3157958783	0.3019826341	0.5366183705	0.1393662441	0.2452042784	0.1685716221	0.205949074	0.2374043965	0.1594674462	0.2914653064	0.5697157369	0.4675684032	0.2186404257	0.3016246396	0.7373290475	0.3474496216	0.1862526926	0.1931097945	0.1796278202	0.2606923565	0.3262580937	0.4175255743	0.2401094787	0.4914199572	0.4668094642	0.5051191255	0.4985834729	0.2496005772	0.426977769	0.3174042055	0.2708583395	0.2935189892	0.203438	0.262504	0.269494	0.228733	0.236055	0.204942	0.210954	0.712482	0.438	0.247066	0.104513	0.263383	0.184745	0.194845	0.175427	0.111197	0.277998	0.215288	0.254833	0.281434	0.261166	0.359475	0.177122	0.305406	0.229078	0.244465	0.201693	0.110004	0.212625	0.353682	0.254979	0.256107	0.274759	0.422762	0.21319	0.613292	0.288217	0.254077	0.208335	0.287368	0.186841	0.23542	0.260542
