Level_1	Level_2	Level_3
RNA_Metabolism	Transcription	RNA_polymerase_archaeal
RNA_Metabolism	Transcription	RNA_polymerase_archaeal_initiation_factors
RNA_Metabolism	Transcription	RNA_polymerase_bacterial
RNA_Metabolism	Transcription	RNA_polymerase_chloroplast
RNA_Metabolism	Transcription	RNA_polymerase_I
RNA_Metabolism	Transcription	RNA_polymerase_II
RNA_Metabolism	Transcription	RNA_polymerase_II_initiation_factors
RNA_Metabolism	Transcription	RNA_polymerase_III
RNA_Metabolism	Transcription	RNA_polymerase_III_initiation_factors
RNA_Metabolism	RNA_processing_and_modification	RNA_processing_and_degradation_bacterial
RNA_Metabolism	RNA_processing_and_modification	RNA_processing_orphans
RNA_Metabolism	RNA_processing_and_modification	RNA_pseudouridine_syntheses
Phages_Prophages_Transposable_elements_Plasmids	Plasmid_related_functions	Rolling-circle_replication
Clustering-based_subsystems	-	RP_Bacterial_Cell_Division
Respiration	General_Stress_Response_and_Stationary_Phase_Response	RpoS_Regulators_SG1
RNA_Metabolism	Transcription	Rrf2_family_transcriptional_regulators
RNA_Metabolism	RNA_processing_and_modification	rRNA_modification_Archaea
RNA_Metabolism	RNA_processing_and_modification	rRNA_modification_bacteria
RNA_Metabolism	RNA_processing_and_modification	RtcB_RtcA
Carbohydrates	CO2_fixation	Rubisco_shunt_in_plants
Stress_Response	Oxidative_stress	Rubrerythrin
DNA_Metabolism	DNA_recombination	RuvABC_plus_a_hypothetical
Metabolism_of_Aromatic_Compounds	Metabolism_of_central_aromatic_intermediates	Salicylate_and_gentisate_catabolism
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	Salicylate_ester_degradation
Secondary_Metabolism	Biosynthesis_of_phenylpropanoids	Salicylic_acid_biosynthesis1
Iron_acquisition_and_metabolism	Siderophores	Salmochelin-mediated_Iron_Acquisition
Virulence_Disease_and_Defense	Invasion_and_intracellular_resistance	Salmonella_invasion_locus
Amino_Acids_and_Derivatives	Alanine_serine_and_glycine	Sarcosine_oxidases_monomeric_and_heterotetrameric
Amino_Acids_and_Derivatives	Alanine_serine_and_glycine	Sarcosine_temp
Protein_Metabolism	Protein_processing_and_modification	SCIFF_peptide_maturase_system
Membrane_Transport	Protein_translocation_across_cytoplasmic_membrane	SecY2-SecA2_Specialized_Transport_System
Protein_Metabolism	Selenoproteins	Selenocysteine_metabolism
Protein_Metabolism	Selenoproteins	Selenoprotein_O
Clustering-based_subsystems	Chromosome_Replication	SeqA_and_Co-occurring_Genes
Amino_Acids_and_Derivatives	Alanine_serine_and_glycine	Serine_Biosynthesis
Carbohydrates	One-carbon_Metabolism	Serine-glyoxylate_cycle
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus
Regulation_and_Cell_signaling	-	Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Sialic_Acid_Metabolism
Iron_acquisition_and_metabolism	Siderophores	Siderophore_[Alcaligin-like]
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Achromobactin
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Aerobactin
Iron_acquisition_and_metabolism	Siderophores	Siderophore_assembly_kit
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Desferrioxamine_E
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Enterobactin
Iron_acquisition_and_metabolism	Siderophores	Siderophore_pyochelin
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Pyoverdine
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Staphylobactin
Iron_acquisition_and_metabolism	Siderophores	Siderophore_Yersiniabactin_Biosynthesis
Stress_Response	-	SigmaB_stress_responce_regulation
Protein_Metabolism	Protein_processing_and_modification	Signal_peptidase
Secondary_Metabolism	Biosynthesis_of_phenylpropanoids	Sinapate_ester_biosynthesis_in_plants
Protein_Metabolism	Protein_biosynthesis	Single-copy_ribosomal_proteins
Miscellaneous	Plant-Prokaryote_comparative_genomics	Single-Rhodanese-domain_proteins
Dormancy_and_Sporulation	Spore_DNA_protection	Small_acid-soluble_spore_proteins
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Small_multidrug_resistance_strays
Membrane_Transport	Uni-_Sym-_and_Antiporters	Sodium_Hydrogen_Antiporter
Respiration	-	Soluble_cytochromes_and_functionally_related_electron_carriers
Respiration	-	Soluble_electron_carriers_in_plants
Carbohydrates	One-carbon_Metabolism	Soluble_methane_monooxygenase_(sMMO)
Cell_Wall_and_Capsule	Gram-Positive_cell_wall_components	Sortase
Regulation_and_Cell_signaling	Regulation_of_virulence	SpeB-SpeF_extended_regulon
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Sphingolipid_biosynthesis
Fatty_Acids_Lipids_and_Isoprenoids	Phospholipids	Sphingolipid_biosynthesis_in_plants
RNA_Metabolism	RNA_processing_and_modification	Spliceosome
Dormancy_and_Sporulation	-	Spore_Core_Dehydration
Dormancy_and_Sporulation	-	Spore_germination
Dormancy_and_Sporulation	-	Spore_pigment_biosynthetic_cluster_in_Actinomycetes
Plant_cell_walls_and_outer_surfaces	-	Sporopollenin_biosynthesis_in_plants
Dormancy_and_Sporulation	-	Sporulation_Cluster
Dormancy_and_Sporulation	-	Sporulation_Cluster_III_A
Dormancy_and_Sporulation	-	Sporulation_draft
Dormancy_and_Sporulation	-	Sporulation_gene_orphans
Dormancy_and_Sporulation	-	Sporulation-associated_proteins_with_broader_functions
Clustering-based_subsystems	-	Sporulation-related_Hypotheticals
Dormancy_and_Sporulation	-	SpoVS_protein_family
Phages_Prophages_Transposable_elements_Plasmids	Pathogenicity_islands	Staphylococcal_pathogenicity_islands_SaPI
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	Staphylococcal_phi-Mu50B-like_prophages
Virulence_Disease_and_Defense	Toxins_and_superantigens	Staphylococcus_Two-component_and_Pore-forming_Cytolysins
Carbohydrates	Polysaccharides	Starch_biosynthesis_in_plants
Carbohydrates	Polysaccharides	Starch_degradation_in_plants
Secondary_Metabolism	Biologically_active_compounds_in_metazoan_cell_defence_and_differentiation	Steroid_sulfates
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Streptococcal_Hyaluronic_Acid_Capsule
Regulation_and_Cell_signaling	Regulation_of_virulence	Streptococcal_Mga_Regulon
Virulence_Disease_and_Defense	Toxins_and_superantigens	Streptococcus_agalactiae_hemolysin_operon
Virulence	-	Streptococcus_agalactiae_virulome
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus
Virulence_Disease_and_Defense	Adhesion	Streptococcus_pyogenes_recombinatorial_zone
Regulation_and_Cell_signaling	Regulation_of_virulence	Streptococcus_pyogenes_virulence_regulators
Virulence_Disease_and_Defense	-	Streptococcus_pyogenes_Virulome
Virulence_Disease_and_Defense	Toxins_and_superantigens	Streptolysin_S_Biosynthesis_and_Transport
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Streptothricin_resistance
Regulation_and_Cell_signaling	-	Stringent_Response_(p)ppGpp_metabolism
Plant_cell_walls_and_outer_surfaces	-	Suberin_biosynthesis_in_plants
Respiration	Electron_donating_reactions	Succinate_dehydrogenase
Carbohydrates	Di-_and_oligosaccharides	Sucrose_metabolism_in_plants
Carbohydrates	Di-_and_oligosaccharides	Sucrose_utilization
Carbohydrates	Di-_and_oligosaccharides	Sucrose_utilization_Shewanella
Membrane_Transport	Sugar_Phosphotransferase_Systems_PTS	Sucrose-specific_PTS
Carbohydrates	-	Sugar_utilization_in_Thermotogales
Stress_Response	-	Sugar-phosphate_stress_regulation
Clustering-based_subsystems	Sulfatases_and_sulfatase_modifying_factor_1_(and_a_hypothetical)	Sulfatases_and_sulfatase_modifying_factor_1
Sulfur_Metabolism	-	Sulfate_reduction-associated_complexes
Sulfur_Metabolism	-	Sulfur_oxidation
Regulation_and_Cell_signaling	Quorum_sensing_and_biofilm_formation	Symbiotic_colonization_and_sigma-dependent_biofilm_formation_gene_cluster
Miscellaneous	Plant-Prokaryote_comparative_genomics	Synechocystis_experimental
Stress_Response	Osmotic_stress	Synthesis_of_osmoregulated_periplasmic_glucans
RNA_Metabolism	RNA_processing_and_modification	t(6)A_synthesis_in_Archaea_and_Eukaryotes
RNA_Metabolism	RNA_processing_and_modification	t(6)A_synthesis_in_bacteria
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	T4-like_cyanophage_core_proteins
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	T4-like_non-cyanophage_core_proteins
RNA_Metabolism	RNA_processing_and_modification	t6A_synthesis_in_Archaea_and_Eukaryotes
RNA_Metabolism	RNA_processing_and_modification	t6A_synthesis_in_bacteria
Membrane_Transport	Protein_secretion_system_Type_VI	T6SS_BR
Phages_Prophages_Transposable_elements	Phage_family-specific_subsystems	T7-like_non-cyanophage_core_proteins
Phages_Prophages_Transposable_elements_Plasmids	Phages_Prophages	T7-like_phage_core_proteins
Carbohydrates	Monosaccharides	Tagatose_utilization
Secondary_Metabolism	Biosynthesis_of_phenylpropanoids	Tannin_biosynthesis
Sulfur_Metabolism	Organic_sulfur_assimilation	Taurine_Utilization
Carbohydrates	Central_carbohydrate_metabolism	TCA_Cycle
Carbohydrates	Central_carbohydrate_metabolism	TCA_cycle_in_plants
Cell_Wall_and_Capsule	Gram-Positive_cell_wall_components	Teichoic_and_lipoteichoic_acids_biosynthesis
Cell_Wall_and_Capsule	Gram-Positive_cell_wall_components	Teichuronic_acid_biosynthesis
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Teicoplanin-resistance_in_Staphylococcus
Stress_Response	Detoxification	Tellurite_resistance:_Chromosomal_determinants
Clustering-based_subsystems	-	TenI-like_tautomerase
Respiration	Electron_accepting_reactions	Terminal_AA3-600_quinol_oxidase
Respiration	Electron_accepting_reactions	Terminal_cytochrome_C_oxidases
Respiration	Electron_accepting_reactions	Terminal_cytochrome_d_ubiquinol_oxidases
Respiration	Electron_accepting_reactions	Terminal_cytochrome_O_ubiquinol_oxidase
Respiration	Electron_accepting_reactions	Terminal_cytochrome_oxidases
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Test_-_DHFR
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Riboflavin_FMN_FAD	Test_-_Riboflavin
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Test_-_Thiamin
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Pyridoxine	Test_Pyridoxin_B6
RNA_Metabolism	RNA_processing_and_modification	Test_Q
Respiration	Electron_accepting_reactions	Tetrathionate_respiration
Regulation_and_Cell_signaling	-	The_Chv_regulatory_system_of_Alphaproteobacteria
Membrane_Transport	Protein_secretion_system_Chaperone-Usher_pathway_(CU)	The_fimbrial_Sfm_cluster
Membrane_Transport	Protein_secretion_system_Chaperone-Usher_pathway_(CU)	The_fimbrial_Stf_cluster
Virulence	Resistance_to_antibiotics_and_toxic_compounds	The_mdtABCD_multidrug_resistance_cluster
Membrane_Transport	Protein_secretion_system_Chaperone-Usher_pathway_(CU)	The_usher_protein_HtrE_fimbrial_cluster
Protein_Metabolism	Protein_folding	Thermosome_archaeal
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Thiamin_biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Thiamin_biosynthesis_in_plants
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Thiamin_biosynthesis_LDP
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Thiamin_Copy_RZ
Cofactors_Vitamins_Prosthetic_Groups_Pigments	-	Thiamine-biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Thiamin	ThiD_ThiE_fusions
Sulfur_Metabolism	-	Thioredoxin-disulfide_reductase
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Threonine_anaerobic_catabolism_gene_cluster
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Threonine_and_Homoserine_Biosynthesis
Amino_Acids_and_Derivatives	Lysine_threonine_methionine_and_cysteine	Threonine_degradation
RNA_Metabolism	RNA_processing_and_modification	Threonylcarbamoyladenosine
Phages_Prophages_Transposable_elements_Plasmids	Transposable_elements	Tn552
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Tocopherols_and_tocotrienols_(vitamin_E)_in_plants_and_cyanobacteria
Virulence_Disease_and_Defense	Bacteriocins_ribosomally_synthesized_antibacterial_peptides	Tolerance_to_colicin_E2
Metabolism_of_Aromatic_Compounds	-	Toluene_4-monooxygenase_(T4MO)
Metabolism_of_Aromatic_Compounds	Peripheral_pathways_for_catabolism_of_aromatic_compounds	Toluene_degradation
Membrane_Transport	-	Ton_and_Tol_transport_systems
Membrane_Transport	Protein_and_nucleoprotein_secretion_system_Type_IV	Toxin_co-regulated_pilus
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	Toxin-antitoxin_replicon_stabilization_systems
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	Toxin-antitoxin_system_in_Mycobacterium
Regulation_and_Cell_signaling	Programmed_Cell_Death_and_Toxin-antitoxin_Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)
Regulation_and_Cell_signaling	-	Trans-envelope_signaling_system_VreARI_in_Pseudomonas
Protein_Metabolism	Protein_biosynthesis	Trans-translation_by_stalled_ribosomes
RNA_Metabolism	Transcription	Transcription_elongation_factors_archaeal
RNA_Metabolism	Transcription	Transcription_factors_bacterial
RNA_Metabolism	Transcription	Transcription_factors_cyanobacterial_RpoD-like_sigma_factors
RNA_Metabolism	Transcription	Transcription_initiation_bacterial_sigma_factors
Protein_Metabolism	Protein_biosynthesis	Translation_elongation_factor_G_family
Protein_Metabolism	Protein_biosynthesis	Translation_elongation_factors_bacterial
Protein_Metabolism	Protein_biosynthesis	Translation_elongation_factors_eukaryotic_and_archaeal
Protein_Metabolism	Protein_biosynthesis	Translation_initiation_factors_bacterial
Protein_Metabolism	Protein_biosynthesis	Translation_initiation_factors_eukaryotic_and_archaeal
Protein_Metabolism	Protein_biosynthesis	Translation_termination_factors_bacterial
Iron_acquisition_and_metabolism	-	Transport_of_Iron
Membrane_Transport	-	Transport_of_Manganese
Membrane_Transport	-	Transport_of_Molybdenum
Membrane_Transport	-	Transport_of_Nickel_and_Cobalt
Membrane_Transport	-	Transport_of_Zinc
Phages_Prophages_Transposable_elements	-	Transposase_in_enterics
Carbohydrates	Di-_and_oligosaccharides	Trehalose__metabolism_in_plants
Carbohydrates	Di-_and_oligosaccharides	Trehalose_Biosynthesis
Carbohydrates	Di-_and_oligosaccharides	Trehalose_Uptake_and_Utilization
Fatty_Acids_Lipids_and_Isoprenoids	Triacylglycerols	Triacylglycerol_metabolism
Fatty_Acids_Lipids_and_Isoprenoids	Triacylglycerols	Triacylglycerol_metabolism_in_plants
Carbohydrates	Organic_acids	Tricarballylate_Utilization
Membrane_Transport	-	Tricarboxylate_transport_system
Respiration	Electron_accepting_reactions	trimethylamine_N-oxide_(TMAO)_reductase
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Ala
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Arg
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Asp_and_Asn
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Cys
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Glu_and_Gln
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Gly
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_His
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Ile
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Leu
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Lys
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Met
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Phe
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Pyr
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Ser
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Thr
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Trp
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Tyr
Protein_Metabolism	Protein_biosynthesis	tRNA_aminoacylation_Val
RNA_Metabolism	RNA_processing_and_modification	tRNA_modification_Archaea
RNA_Metabolism	RNA_processing_and_modification	tRNA_modification_yeast_cytoplasmic
RNA_Metabolism	RNA_processing_and_modification	tRNA_modification_yeast_mitochondrial
RNA_Metabolism	RNA_processing_and_modification	tRNA_mods_Archaea
RNA_Metabolism	RNA_processing_and_modification	tRNA_nucleotidyltransferase
RNA_Metabolism	RNA_processing_and_modification	tRNA_processing
RNA_Metabolism	RNA_processing_and_modification	tRNA_splicing
Cell_Wall_and_Capsule	-	tRNA-dependent_amino_acid_transfers
Clustering-based_subsystems	-	tRNA-methylthiotransferase_containing_cluster
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Tryptophan_catabolism
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Tryptophan_metabolism_in_plants
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Tryptophan_synthesis
Membrane_Transport	Protein_translocation_across_cytoplasmic_membrane	Twin-arginine_translocation_system
Cell_Division_and_Cell_Cycle	-	Two_cell_division_clusters_relating_to_chromosome_partitioning
Protein_Metabolism	Secretion	Two_partner_secretion_pathway_(TPS)
Regulation_and_Cell_signaling	-	Two-component_regulatory_systems_in_Campylobacter
Regulation_and_Cell_signaling	Regulation_of_virulence	Two-component_Response_Regulator_of_Virulence_ResDE
Virulence_Disease_and_Defense	Adhesion	Type_1_pili_(mannose-sensitive_fimbriae)
Membrane_Transport	Protein_and_nucleoprotein_secretion_system_Type_IV	Type_4_conjugative_transfer_system_IncI1_type
Virulence	Type_III_Type_IV_Type_VI_ESAT_secretion_systems	Type_4_secretion_and_conjugative_transfer
DNA_Metabolism	-	Type_I_Restriction-Modification
Membrane_Transport	Protein_secretion_system_Type_III	Type_III_secretion_system
Membrane_Transport	Protein_secretion_system_Type_III	Type_III_secretion_system_orphans
Clustering-based_subsystems	Type_III_secretion_system_extended	Type_III_secretion_systems_extended
Membrane_Transport	Protein_and_nucleoprotein_secretion_system_Type_IV	Type_IV_pilus
Membrane_Transport	Protein_secretion_system_Type_VI	Type_VI_secretion_systems
Amino_Acids_and_Derivatives	Aromatic_amino_acids_and_derivatives	Tyrosine_and_phenylalanine_metabolism_in_plants
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Ubiquinone_Biosynthesis
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Ubiquinone_biosynthesis_--_gjo
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Quinone_cofactors	Ubiquinone_biosynthesis_in_plants
Respiration	Electron_accepting_reactions	Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes
Protein_Metabolism	Protein_processing_and_modification	Ubiquitin-like_archaeal_modifier_proteins_(SAMPs)
Carbohydrates	Nucleotide_sugars	UDP-D-galacturonate_biosynthesis_in_plants
Carbohydrates	Nucleotide_sugars	UDP-D-glucuronate_UDP-D-xylose_and_UDP-D-apiose_biosynthesis_in_plants
Carbohydrates	Nucleotide_sugars	UDP-glucose_and_UDP-galactose_biosynthesis_in_plants
Carbohydrates	Nucleotide_sugars	UDP-L-arabinose_biosynthesis_in_plants
Carbohydrates	Nucleotide_sugars	UDP-L-rhamnose_Biosynthesis_in_plants
Cell_Wall_and_Capsule	-	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis
Protein_Metabolism	Protein_biosynthesis	Universal_GTPases
Stress_Response	-	Universal_stress_protein_family
Carbohydrates	-	Unknown_carbohydrate_utilization_(_cluster_Ydj_)
Carbohydrates	-	Unknown_carbohydrate_utilization_(_cluster_Yeg_)
Carbohydrates	Polysaccharides	Unknown_carbohydrate_utilization_containing_Fructose-bisphosphate_aldolase
Carbohydrates	Di-_and_oligosaccharides	Unknown_oligosaccharide_utilization_Sde_1396
Carbohydrates	-	Unknown_sugar_utilization_(cluster_yphABCDEFG)
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Unsaturated_Fatty_Acid_biosynthesis_in_plants
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Unsaturated_Fatty_Acid_Metabolism
Carbohydrates	Monosaccharides	Unspecified_monosaccharide_transport_cluster
Stress_Response	Detoxification	Uptake_of_selenate_and_selenite
DNA_Metabolism	DNA_repair	Uracil-DNA_glycosylase
Amino_Acids_and_Derivatives	Arginine;_urea_cycle_polyamines	Urea_decomposition
Amino_Acids_and_Derivatives	Arginine;_urea_cycle_polyamines	Urease_subunits
Sulfur_Metabolism	Organic_sulfur_assimilation	Utilization_of_glutathione_as_a_sulphur_source
Respiration	ATP_synthases	V-Type_ATP_synthase
Respiration	ATP_synthases	V-Type_ATP_synthase_in_plants_(vacuolar)
Amino_Acids_and_Derivatives	Branched-chain_amino_acids	Valine_degradation
Metabolism_of_Aromatic_Compounds	-	Vanillate_and_syringate_utilization
Carbohydrates	-	VC0266
Fatty_Acids_Lipids_and_Isoprenoids	Fatty_acids	Very_long__fatty_acid_biosynthesis_in_plants
Cell_Wall_and_Capsule	Gram-Negative_cell_wall_components	Vibrio_Core_Oligosaccharide_Biosynthesis
Phages_Prophages_Transposable_elements_Plasmids	Pathogenicity_islands	Vibrio_pathogenicity_island
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Vibrio_Polysaccharide_(VPS)_Biosynthesis
Iron_acquisition_and_metabolism	Siderophores	Vibrioferrin_synthesis
Regulation_and_Cell_signaling	Regulation_of_virulence	VieSAB_signal_transduction_system_of_Vibrio
Regulation_and_Cell_signaling	-	WhiB_and_WhiB-type_regulatory_proteins_
Membrane_Transport	Protein_secretion_system_Type_II	Widespread_colonization_island
RNA_Metabolism	RNA_processing_and_modification	Wyeosine-MimG_Biosynthesis
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	Xanthan_Exopolysaccharide_Biosynthesis_and_Export
Nucleosides_and_Nucleotides	Purines	Xanthine_Metabolism_in_Bacteria
Nucleosides_and_Nucleotides	Purines	Xanthosine_utilization_(xap_region)
Plant_cell_walls_and_outer_surfaces	-	Xylan_degradation_in_plants
Plant_cell_walls_and_outer_surfaces	-	Xyloglucan_biosynthesis_in_plants
Carbohydrates	Polysaccharides	Xyloglucan_Utilization
Carbohydrates	Monosaccharides	Xylose_utilization
Carbohydrates	Monosaccharides	Xylose_utilization_in_plants
DNA_Metabolism	-	YcfH
Miscellaneous	Plant-Prokaryote_comparative_genomics	YebC
Cofactors_Vitamins_Prosthetic_Groups_Pigments	Folate_and_pterines	YgfZ
Miscellaneous	Plant-Prokaryote_comparative_genomics	YgfZ-Fe-S
Cell_Division_and_Cell_Cycle	-	YgjD_and_YeaZ
Cell_Wall_and_Capsule	Capsular_and_extracellular_polysacchrides	YjbEFGH_Locus_Involved_in_Exopolysaccharide_Production
Cell_Wall_and_Capsule	-	YjeE
RNA_Metabolism	RNA_processing_and_modification	YrdC-YciO
RNA_Metabolism	RNA_processing_and_modification	YrdC-YciO-Sua5_and_associated_protein_families
Regulation_and_Cell_signaling	-	Zinc_regulated_enzymes
Virulence	Resistance_to_antibiotics_and_toxic_compounds	Zinc_resistance
